User ID,Heart Rate (BPM),Blood Oxygen Level (%),Step Count,Sleep Duration (hours),Activity Level,Activity Level (Steps),Stress Level
1105,64,100.0,33514,5.0,Active,Highly Active,8
2443,83,93.3,806,4.4,Highly Active,Sedentary,1
3717,76,96.8,4200,5.3,Highly Active,Sedentary,9
2681,68,99.7,2060,7.8,Active,Sedentary,2
1001,65,96.0,225,6.1,Sedentary,Sedentary,9
3636,67,98.0,23191,6.5,Active,Highly Active,3
3691,75,99.9,5878,6.4,Sedentary,Low Active,9
3137,95,99.3,8446,7.2,Sedentary,Active,6
4416,77,99.4,6778,8.8,Unknown,Low Active,6
1349,69,97.6,1125,7.0,Active,Sedentary,4
4530,68,98.2,1309,9.4,Active,Sedentary,1
2286,100,98.3,6892,7.6,Sedentary,Low Active,8
4422,87,98.0,10592,6.1,Highly Active,Highly Active,6
4179,89,99.7,6610,7.8,Active,Low Active,1
4657,86,95.4,5913,7.5,Active,Low Active,3
2062,74,96.7,9591,8.2,Sedentary,Active,5
3206,52,94.1,9208,6.7,Sedentary,Active,8
4654,98,98.3,3707,5.8,Highly Active,Sedentary,5
4006,86,100.0,7847,6.7,Sedentary,Active,5
3359,82,96.5,2248,4.3,Sedentary,Sedentary,5
4312,63,98.8,1035,6.3,Sedentary,Sedentary,6
1444,88,98.2,4966,4.7,Highly Active,Highly Active,8
3345,92,99.3,11388,6.5,Active,Highly Active,9
1951,64,98.0,1535,7.8,Sedentary,Sedentary,3
1035,64,100.0,3162,7.0,Active,Sedentary,5
2107,59,98.7,10252,6.3,Highly Active,Highly Active,1
2475,83,99.7,4187,6.1,Highly Active,Sedentary,7
4957,73,99.6,1717,8.3,Sedentary,Sedentary,6
2798,106,100.0,1516,8.0,Sedentary,Sedentary,6
2845,51,96.1,3668,4.9,Highly Active,Sedentary,3
2408,61,95.5,5829,6.9,Highly Active,Low Active,1
2195,75,100.0,3487,7.0,Highly Active,Sedentary,10
2399,84,98.3,16445,6.2,Sedentary,Highly Active,2
2708,84,100.0,26,4.5,Unknown,Sedentary,3
2385,76,93.6,3599,3.4,Sedentary,Sedentary,9
3606,80,97.9,9506,6.8,Sedentary,Active,3
3938,76,98.0,15507,6.5,Highly Active,Highly Active,5
3188,90,99.8,3106,5.7,Unknown,Sedentary,4
3934,66,98.0,7837,7.5,Highly Active,Active,10
4989,68,98.0,6078,7.1,Active,Low Active,5
4189,85,98.8,1575,5.6,Active,Sedentary,8
2300,98,94.4,7996,7.8,Highly Active,Active,1
3773,65,98.6,2009,7.3,Highly Active,Sedentary,1
2243,78,98.6,10724,5.8,Highly Active,Highly Active,10
4976,69,96.9,14064,8.8,Highly Active,Highly Active,10
4097,83,98.6,4556,7.2,Sedentary,Sedentary,5
1520,50,98.5,389,5.3,Highly Active,Sedentary,6
2806,69,100.0,9358,3.4,Active,Active,2
1009,66,96.5,4407,6.8,Sedentary,Sedentary,2
1983,69,96.2,695,5.7,Highly Active,Sedentary,1
3425,40,96.3,2815,6.5,Highly Active,Sedentary,10
2656,105,97.1,2403,6.1,Sedentary,Sedentary,6
2660,40,94.8,9071,3.2,Active,Active,1
3729,75,97.5,3862,6.1,Active,Sedentary,7
3631,55,98.1,6190,4.8,Highly Active,Low Active,7
3199,56,100.0,4867,5.7,Highly Active,Sedentary,9
1719,77,97.8,9018,5.6,Active,Active,9
2072,85,100.0,8862,6.6,Active,Active,5
4225,58,99.7,4169,6.9,Active,Sedentary,9
1858,58,98.3,1015,7.2,Sedentary,Sedentary,2
2316,75,97.7,3668,2.9,Active,Sedentary,6
2603,78,99.1,1221,8.6,Sedentary,Sedentary,3
3711,94,96.9,20990,6.5,Highly Active,Highly Active,5
3578,57,99.2,4270,5.3,Sedentary,Sedentary,3
4683,83,97.8,196,6.9,Active,Sedentary,10
4131,98,99.1,3286,3.8,Active,Sedentary,2
4238,76,100.0,15782,8.8,Active,Highly Active,3
4273,48,97.3,2377,6.0,Sedentary,Sedentary,5
3904,81,94.0,6809,7.3,Sedentary,Low Active,9
1145,71,98.0,1422,5.3,Active,Sedentary,6
1914,74,95.9,12207,9.0,Active,Highly Active,1
4747,98,98.5,15572,6.5,Highly Active,Highly Active,10
4040,75,96.0,6683,2.6,Highly Active,Low Active,10
3289,65,100.0,3330,4.7,Unknown,Sedentary,7
1580,70,100.0,8595,6.4,Highly Active,Active,4
3734,91,98.7,4556,8.8,Active,Sedentary,3
1482,79,99.7,24207,6.9,Sedentary,Highly Active,4
4179,90,97.1,12096,7.7,Highly Active,Highly Active,8
2249,99,95.0,5098,6.5,Active,Low Active,1
1672,57,100.0,27005,8.5,Active,Highly Active,3
1630,67,98.0,6539,7.6,Highly Active,Low Active,5
3708,96,99.1,469,5.2,Highly Active,Sedentary,1
1661,104,97.3,9174,7.6,Highly Active,Active,1
4503,71,99.1,12006,6.4,Sedentary,Highly Active,8
3852,79,96.3,1013,6.5,Sedentary,Sedentary,9
4726,80,98.0,7960,7.0,Active,Active,8
1987,78,97.6,2027,5.1,Active,Sedentary,2
4526,95,96.3,6156,8.5,Sedentary,Low Active,6
4231,47,99.8,2247,8.4,Sedentary,Sedentary,3
2546,65,97.3,10423,5.6,Active,Highly Active,4
1649,84,97.2,6083,9.1,Active,Low Active,4
1968,67,95.7,3911,6.2,Sedentary,Sedentary,6
3637,79,100.0,205,7.4,Sedentary,Sedentary,3
2100,91,100.0,4966,5.8,Sedentary,Highly Active,2
3556,99,97.5,4820,6.5,Active,Sedentary,4
1440,79,96.3,11411,5.8,Active,Highly Active,6
4325,97,99.4,3481,6.7,Highly Active,Sedentary,5
1920,77,98.8,13238,2.6,Sedentary,Highly Active,8
1769,75,97.2,1220,5.8,Highly Active,Sedentary,7
2343,51,97.8,1843,6.5,Active,Sedentary,7
2826,59,99.2,2838,3.7,Sedentary,Sedentary,1
1262,75,98.5,649,7.7,Sedentary,Sedentary,4
4668,75,98.7,4106,5.9,Sedentary,Sedentary,3
4729,78,98.5,4657,3.8,Highly Active,Sedentary,7
4906,102,99.5,853,7.4,Sedentary,Sedentary,7
2577,86,96.9,3899,8.1,Sedentary,Sedentary,4
4445,87,98.3,1538,6.3,Sedentary,Sedentary,1
3684,102,96.6,14567,4.2,Highly Active,Highly Active,10
4238,69,96.7,4983,3.7,Active,Sedentary,7
4824,67,100.0,21250,4.7,Active,Highly Active,1
3506,93,95.2,2923,5.3,Sedentary,Sedentary,8
1998,82,99.3,2923,9.1,Sedentary,Sedentary,1
4351,74,100.0,2894,6.2,Highly Active,Sedentary,3
1699,74,100.0,2186,6.5,Active,Sedentary,6
3349,72,99.1,10735,5.6,Highly Active,Highly Active,3
4602,73,100.0,2326,8.1,Sedentary,Sedentary,10
2603,74,98.8,2377,7.3,Sedentary,Sedentary,5
2241,70,97.4,336,6.6,Sedentary,Sedentary,2
2125,83,98.0,23539,6.2,Highly Active,Highly Active,8
3601,86,99.8,15218,6.5,Highly Active,Highly Active,1
3335,66,100.0,2422,6.7,Active,Sedentary,6
2190,88,100.0,5149,6.2,Highly Active,Low Active,9
3668,55,97.8,4614,6.7,Highly Active,Sedentary,5
2005,82,96.7,642,6.0,Sedentary,Sedentary,10
1743,73,97.7,841,6.1,Highly Active,Sedentary,9
2764,75,98.0,3985,7.0,Active,Sedentary,1
1352,71,99.9,643,5.4,Active,Sedentary,5
4747,67,97.5,6222,7.1,Highly Active,Low Active,4
2922,75,99.9,351,7.7,Active,Sedentary,4
1072,66,100.0,6930,7.0,Active,Low Active,9
3695,92,97.7,8598,5.7,Sedentary,Active,2
2376,43,98.3,5921,6.6,Highly Active,Low Active,10
2914,72,98.7,4437,6.7,Sedentary,Sedentary,10
2093,46,97.4,439,6.8,Sedentary,Sedentary,2
3472,75,98.2,79,8.7,Highly Active,Sedentary,10
4046,66,97.3,4966,4.8,Sedentary,Highly Active,10
1707,95,100.0,10325,6.8,Active,Highly Active,3
2804,92,97.6,7294,5.9,Highly Active,Low Active,7
3608,76,95.5,936,4.6,Sedentary,Sedentary,8
3875,75,95.7,8151,4.6,Highly Active,Active,7
4713,90,96.3,5988,7.8,Highly Active,Low Active,1
1955,91,97.1,1276,4.4,Sedentary,Sedentary,4
3564,66,99.8,9854,6.9,Active,Active,7
3475,85,99.6,12416,6.7,Active,Highly Active,9
4610,60,99.8,1852,5.2,Active,Sedentary,10
1159,69,98.0,7072,7.8,Active,Low Active,2
3196,75,100.0,3325,4.7,Active,Sedentary,4
3823,65,97.5,421,5.7,Active,Sedentary,10
4301,69,94.3,13830,4.9,Highly Active,Highly Active,3
2735,50,99.9,12032,7.6,Sedentary,Highly Active,7
2585,81,96.6,2678,6.5,Highly Active,Sedentary,7
1066,61,97.6,5307,6.9,Sedentary,Low Active,3
4061,62,97.3,5027,10.3,Sedentary,Low Active,2
2582,95,99.0,1367,7.2,Highly Active,Sedentary,5
3428,64,98.3,1102,7.4,Sedentary,Sedentary,2
1057,86,97.5,13017,8.0,Sedentary,Highly Active,6
4330,91,100.0,14140,5.5,Sedentary,Highly Active,3
1341,88,97.8,9041,6.5,Highly Active,Active,4
4909,71,97.5,528,5.0,Sedentary,Sedentary,4
2153,68,99.6,16789,4.5,Highly Active,Highly Active,5
3774,61,100.0,27652,8.1,Highly Active,Highly Active,1
2195,48,99.8,10460,5.2,Highly Active,Highly Active,2
3817,86,96.8,3052,6.8,Sedentary,Sedentary,7
2232,82,98.2,14262,3.8,Active,Highly Active,8
4874,40,97.6,2301,7.5,Highly Active,Sedentary,7
3401,72,96.1,1070,6.5,Sedentary,Sedentary,8
2494,84,98.4,12113,6.4,Highly Active,Highly Active,6
2821,94,100.0,1503,6.6,Active,Sedentary,2
1115,79,100.0,16648,6.5,Active,Highly Active,6
4335,77,100.0,6338,7.3,Highly Active,Low Active,6
1661,64,98.0,5673,4.9,Highly Active,Low Active,5
4883,80,96.1,10464,7.3,Active,Highly Active,4
2465,71,95.0,116,4.8,Sedentary,Sedentary,7
4619,64,100.0,8751,9.7,Sedentary,Active,2
3500,57,99.6,6387,6.3,Sedentary,Low Active,10
2868,60,96.9,5193,6.8,Active,Low Active,5
4548,79,96.5,1715,9.2,Highly Active,Sedentary,3
3334,54,100.0,12380,5.3,Active,Highly Active,8
4374,70,99.9,2019,6.5,Active,Sedentary,3
2016,94,100.0,4710,6.5,Active,Sedentary,3
1310,53,99.1,1204,5.0,Highly Active,Sedentary,6
1207,81,99.3,25470,4.4,Highly Active,Highly Active,3
3665,83,93.9,1514,7.7,Active,Sedentary,1
3493,70,97.3,11379,7.4,Sedentary,Highly Active,4
3717,84,100.0,2136,5.8,Highly Active,Sedentary,10
1632,72,96.9,2070,5.7,Highly Active,Sedentary,3
3102,86,98.4,3833,8.0,Active,Sedentary,8
3959,58,100.0,13088,6.5,Active,Highly Active,7
4083,103,99.7,8143,5.2,Highly Active,Active,7
1656,75,96.1,14370,8.1,Sedentary,Highly Active,6
2423,41,95.7,338,6.3,Sedentary,Sedentary,8
2931,92,100.0,21816,7.5,Highly Active,Highly Active,7
4719,66,99.5,561,6.6,Sedentary,Sedentary,5
4027,96,98.7,8937,9.6,Unknown,Active,2
3562,90,99.0,1625,6.2,Sedentary,Sedentary,1
2679,58,97.3,12865,3.5,Highly Active,Highly Active,1
4613,83,96.2,13881,6.2,Highly Active,Highly Active,7
1236,64,98.9,5609,6.9,Highly Active,Low Active,5
4350,83,96.8,3609,7.2,Highly Active,Sedentary,2
1347,75,96.8,11037,7.7,Highly Active,Highly Active,8
3674,64,97.3,14502,5.6,Sedentary,Highly Active,6
4175,54,99.6,9382,8.8,Active,Active,1
1629,78,96.6,16619,7.9,Highly Active,Highly Active,7
2540,81,96.4,6894,6.7,Highly Active,Low Active,7
3003,72,96.1,7770,5.5,Unknown,Active,2
4943,63,97.7,5938,9.4,Active,Low Active,7
2271,67,100.0,4688,6.5,Active,Sedentary,7
1363,58,97.7,7446,5.8,Highly Active,Low Active,6
3368,86,98.0,5765,8.6,Sedentary,Low Active,6
4704,42,98.0,9197,6.8,Sedentary,Active,10
1285,89,97.3,19051,8.8,Sedentary,Highly Active,7
1148,73,96.2,3268,5.2,Active,Sedentary,6
2107,82,97.1,3707,6.2,Active,Sedentary,3
3453,84,96.9,106,8.6,Sedentary,Sedentary,1
4025,76,97.8,5241,5.5,Highly Active,Low Active,3
1455,69,97.1,986,6.1,Active,Sedentary,6
1799,75,97.8,10585,7.1,Sedentary,Highly Active,3
2184,94,96.8,8979,8.2,Highly Active,Active,3
2012,58,100.0,5537,5.1,Sedentary,Low Active,7
3831,70,99.0,5348,7.2,Sedentary,Low Active,7
3507,96,97.6,7280,5.7,Sedentary,Low Active,1
4621,108,96.9,5663,4.2,Sedentary,Low Active,5
2523,77,99.8,9712,6.0,Sedentary,Active,6
3785,54,96.3,15745,5.6,Highly Active,Highly Active,5
3556,87,100.0,5377,6.7,Active,Low Active,8
4725,74,95.1,818,6.0,Sedentary,Sedentary,5
4875,59,100.0,983,8.5,Active,Sedentary,6
1480,78,97.2,3300,5.7,Highly Active,Sedentary,4
2686,55,95.4,4800,6.3,Highly Active,Sedentary,3
3796,61,97.4,4219,6.4,Active,Sedentary,1
2601,45,96.9,1021,5.7,Active,Sedentary,10
3408,50,98.7,1928,6.6,Active,Sedentary,6
1340,65,98.6,9268,7.3,Sedentary,Active,6
3817,82,100.0,29669,7.8,Active,Highly Active,8
3010,93,98.2,1442,3.3,Sedentary,Sedentary,5
3808,96,95.3,2899,7.3,Highly Active,Sedentary,10
4016,52,97.7,3022,5.5,Sedentary,Sedentary,5
3496,71,98.3,1769,8.2,Sedentary,Sedentary,2
2866,65,97.0,1597,7.9,Sedentary,Sedentary,10
1834,73,99.3,988,7.9,Sedentary,Sedentary,10
2203,96,99.5,16664,5.6,Sedentary,Highly Active,8
2725,77,96.7,7336,4.4,Highly Active,Low Active,6
2689,108,94.2,2089,8.3,Sedentary,Sedentary,7
4267,51,96.3,6236,3.5,Highly Active,Low Active,6
4537,67,97.5,8363,8.6,Highly Active,Active,1
1310,83,98.3,2041,7.0,Highly Active,Sedentary,2
1261,78,97.7,2984,6.7,Highly Active,Sedentary,5
2442,90,96.3,2403,5.3,Sedentary,Sedentary,8
1405,69,98.0,642,8.0,Sedentary,Sedentary,8
3190,78,100.0,3420,5.8,Active,Sedentary,3
1341,63,100.0,5339,5.8,Active,Low Active,2
2339,90,100.0,7456,6.5,Sedentary,Low Active,5
4172,75,96.0,3773,5.4,Highly Active,Sedentary,2
1243,96,98.0,28675,5.0,Sedentary,Highly Active,3
1489,96,99.8,6881,3.4,Active,Low Active,1
1011,55,100.0,15236,8.8,Active,Highly Active,8
4310,98,100.0,17337,6.3,Highly Active,Highly Active,9
1041,72,94.8,2202,5.1,Sedentary,Sedentary,1
3725,87,95.6,3950,5.6,Sedentary,Sedentary,1
1593,67,99.3,4966,5.6,Highly Active,Highly Active,1
2452,95,98.1,4202,7.7,Sedentary,Sedentary,3
2826,76,96.6,2434,6.1,Highly Active,Sedentary,5
4229,88,94.0,830,6.6,Active,Sedentary,6
4287,65,99.8,12766,6.1,Sedentary,Highly Active,2
2693,79,95.7,7834,8.2,Sedentary,Active,7
4533,88,100.0,49119,8.6,Highly Active,Highly Active,8
1133,79,96.0,4829,6.3,Sedentary,Sedentary,2
4138,83,97.1,2810,5.1,Highly Active,Sedentary,3
4919,63,96.7,2143,6.5,Highly Active,Sedentary,4
1947,63,96.7,2596,7.0,Highly Active,Sedentary,4
4597,74,97.6,32788,4.5,Active,Highly Active,9
1072,67,97.3,1413,6.2,Unknown,Sedentary,10
1398,71,96.2,135,6.5,Highly Active,Sedentary,7
2428,48,98.0,974,5.6,Sedentary,Sedentary,10
4746,75,98.5,15549,5.8,Highly Active,Highly Active,7
3625,73,99.4,8287,6.9,Highly Active,Active,10
3906,52,99.2,10726,6.5,Sedentary,Highly Active,3
1129,80,99.4,2704,7.9,Highly Active,Sedentary,1
3978,87,94.5,6823,7.7,Highly Active,Low Active,5
4537,79,98.0,8614,7.4,Sedentary,Active,8
4277,86,96.2,2765,5.6,Sedentary,Sedentary,3
2811,67,98.0,9024,7.4,Highly Active,Active,2
3001,71,98.3,6953,6.5,Sedentary,Low Active,9
4839,76,98.4,2459,6.4,Sedentary,Sedentary,5
1265,77,94.8,380,2.5,Sedentary,Sedentary,7
2560,40,100.0,1901,8.2,Highly Active,Sedentary,1
2985,61,100.0,6764,9.1,Sedentary,Low Active,1
1792,90,96.8,6397,6.8,Active,Low Active,5
3300,63,95.8,4959,4.1,Active,Sedentary,3
3869,71,100.0,2027,6.2,Highly Active,Sedentary,3
2312,74,100.0,4115,6.6,Sedentary,Sedentary,6
1163,54,99.5,1088,6.5,Sedentary,Sedentary,1
1094,98,95.6,7600,10.3,Active,Active,8
2805,74,100.0,14236,6.1,Highly Active,Highly Active,7
3880,62,96.3,4361,5.6,Sedentary,Sedentary,7
2133,84,97.6,1676,6.7,Sedentary,Sedentary,5
3383,70,100.0,12317,6.3,Sedentary,Highly Active,6
1821,75,97.2,2628,5.4,Sedentary,Sedentary,8
1237,96,98.5,6309,3.9,Active,Low Active,8
3428,66,100.0,548,7.6,Highly Active,Sedentary,7
4507,92,95.6,8859,5.2,Active,Active,1
3946,69,100.0,4322,5.0,Active,Sedentary,10
3530,76,98.0,3853,5.3,Highly Active,Sedentary,4
2960,79,97.9,19115,4.3,Sedentary,Highly Active,8
2048,59,96.4,118,7.3,Highly Active,Sedentary,10
2676,81,94.9,22500,6.8,Sedentary,Highly Active,2
4188,91,94.0,86,7.6,Highly Active,Sedentary,6
3529,84,99.0,5373,7.1,Highly Active,Low Active,3
4463,83,98.9,7028,7.4,Active,Low Active,9
3964,68,96.8,15742,6.5,Highly Active,Highly Active,1
4041,85,100.0,7958,8.0,Sedentary,Active,4
1963,80,96.7,11666,6.8,Active,Highly Active,5
1536,87,95.5,10285,5.1,Sedentary,Highly Active,1
2603,83,100.0,8438,3.9,Highly Active,Active,3
4244,67,99.7,7104,7.9,Sedentary,Low Active,2
2979,85,97.7,1957,5.7,Sedentary,Sedentary,6
4083,56,97.5,961,6.6,Highly Active,Sedentary,5
4871,69,96.9,9750,5.1,Highly Active,Active,5
1127,64,93.1,24813,9.8,Sedentary,Highly Active,6
4679,127,94.8,9387,3.8,Highly Active,Active,6
1091,84,97.7,9688,6.7,Sedentary,Active,6
2251,58,99.2,1276,6.0,Active,Sedentary,1
1542,54,97.3,1986,6.5,Sedentary,Sedentary,5
1845,48,94.9,6169,6.0,Active,Low Active,10
4603,57,100.0,223,5.2,Highly Active,Sedentary,9
2681,62,95.3,7716,4.8,Highly Active,Active,1
4036,60,98.0,1095,9.6,Highly Active,Sedentary,5
2851,67,98.3,3733,6.1,Highly Active,Sedentary,3
3494,87,100.0,2701,7.0,Active,Sedentary,2
1389,72,96.1,787,4.1,Active,Sedentary,3
3719,85,98.1,6052,3.3,Highly Active,Low Active,9
2884,75,98.4,3137,5.5,Highly Active,Sedentary,5
1042,69,95.7,4966,7.8,Active,Highly Active,5
3949,60,98.6,4114,6.5,Highly Active,Sedentary,6
4201,81,97.1,6245,5.7,Active,Low Active,5
2083,72,97.4,978,7.1,Active,Sedentary,4
3710,101,96.6,6156,5.7,Active,Low Active,4
3514,75,100.0,2516,8.6,Highly Active,Sedentary,10
3334,59,97.7,2104,8.6,Highly Active,Sedentary,7
4058,79,96.4,11109,5.6,Active,Highly Active,2
2540,72,93.7,4414,5.3,Sedentary,Sedentary,5
4538,75,100.0,3322,6.4,Sedentary,Sedentary,7
2953,74,98.2,11737,7.1,Active,Highly Active,2
3825,72,100.0,16882,6.1,Highly Active,Highly Active,10
3392,64,100.0,2649,8.1,Highly Active,Sedentary,1
1641,70,98.7,361,6.9,Highly Active,Sedentary,9
3429,52,99.8,5446,8.1,Sedentary,Low Active,7
4850,92,100.0,8790,4.8,Sedentary,Active,4
1689,94,95.9,6203,5.6,Sedentary,Low Active,4
2276,89,99.8,8154,7.3,Sedentary,Active,3
2950,75,98.6,7283,6.6,Highly Active,Low Active,6
2079,65,96.2,21864,6.2,Active,Highly Active,10
2486,82,99.7,14065,5.7,Sedentary,Highly Active,8
1456,60,96.1,989,6.6,Highly Active,Sedentary,10
1982,92,99.1,4218,8.6,Active,Sedentary,1
3130,40,98.6,4245,3.5,Sedentary,Sedentary,4
2122,59,100.0,18685,6.3,Active,Highly Active,5
1148,93,99.7,2774,4.9,Highly Active,Sedentary,8
2352,91,96.4,6668,6.3,Sedentary,Low Active,3
2179,83,100.0,15864,4.0,Sedentary,Highly Active,5
1189,103,97.3,363,5.6,Sedentary,Sedentary,1
4565,75,97.2,14757,6.1,Highly Active,Highly Active,10
1882,84,99.9,10135,6.5,Highly Active,Highly Active,4
3310,75,99.3,1631,9.3,Active,Sedentary,7
4151,70,97.5,2756,5.3,Sedentary,Sedentary,3
1399,76,100.0,2603,4.5,Highly Active,Sedentary,7
3811,61,96.4,1750,6.5,Sedentary,Sedentary,2
4331,45,96.5,28451,5.6,Sedentary,Highly Active,4
2795,82,98.7,1275,6.0,Highly Active,Sedentary,8
2638,68,97.3,1849,5.1,Active,Sedentary,1
2575,63,99.6,2401,6.4,Sedentary,Sedentary,1
3832,86,93.9,19416,5.5,Active,Highly Active,1
3148,96,95.9,6881,3.9,Highly Active,Low Active,10
2382,88,99.2,1673,7.4,Active,Sedentary,9
2403,62,99.8,11407,7.5,Active,Highly Active,3
1819,85,96.7,17936,5.0,Sedentary,Highly Active,6
4292,71,100.0,3616,5.7,Sedentary,Sedentary,5
1819,91,98.0,1328,9.3,Active,Sedentary,9
1419,78,99.0,2596,7.2,Sedentary,Sedentary,10
1123,52,97.7,1713,6.5,Highly Active,Sedentary,1
1421,71,95.0,1574,8.9,Sedentary,Sedentary,8
4302,75,100.0,1310,4.1,Highly Active,Sedentary,8
4761,75,96.9,14615,6.5,Sedentary,Highly Active,3
4134,70,98.0,628,6.8,Highly Active,Sedentary,8
2508,79,97.2,3733,7.8,Active,Sedentary,9
4699,88,97.1,103,3.9,Sedentary,Sedentary,10
4774,67,98.4,2430,6.5,Sedentary,Sedentary,1
2597,93,97.1,8591,7.7,Highly Active,Active,2
1767,49,97.0,1586,6.5,Sedentary,Sedentary,2
3044,75,99.0,46679,6.1,Highly Active,Highly Active,3
3530,105,98.0,346,6.8,Active,Sedentary,7
3566,57,98.9,1027,7.9,Highly Active,Sedentary,10
3202,93,97.4,10821,6.0,Sedentary,Highly Active,5
3139,74,98.6,26107,7.2,Highly Active,Highly Active,3
4029,73,95.0,21555,6.5,Sedentary,Highly Active,5
2549,89,100.0,11204,7.4,Highly Active,Highly Active,7
3502,86,97.2,25279,5.1,Sedentary,Highly Active,4
2764,95,97.6,12862,4.4,Sedentary,Highly Active,7
3044,71,99.1,418,9.6,Sedentary,Sedentary,3
3645,77,98.5,13079,9.2,Active,Highly Active,10
4716,71,99.3,4628,6.7,Sedentary,Sedentary,2
1509,58,100.0,4271,8.8,Sedentary,Sedentary,2
2206,77,97.5,17,6.0,Highly Active,Sedentary,3
1385,72,98.0,6777,6.3,Active,Low Active,5
2597,46,100.0,7794,6.2,Highly Active,Active,5
4802,91,97.1,10948,5.1,Highly Active,Highly Active,4
3452,77,96.7,2761,3.0,Active,Sedentary,4
3293,64,98.0,959,6.0,Highly Active,Sedentary,6
1741,79,99.9,4056,8.5,Sedentary,Sedentary,7
4662,67,99.7,3149,6.9,Active,Sedentary,1
3708,78,96.7,9792,7.7,Highly Active,Active,6
3697,95,97.7,1824,7.1,Active,Sedentary,6
4542,80,98.0,1040,5.2,Highly Active,Sedentary,3
4897,67,97.4,4061,6.9,Highly Active,Sedentary,4
2911,75,98.3,6921,6.0,Active,Low Active,6
2446,64,97.4,2309,4.9,Sedentary,Sedentary,1
1900,87,98.0,850,6.5,Active,Sedentary,10
3112,74,96.0,4047,4.5,Active,Sedentary,1
4084,83,100.0,22868,5.5,Sedentary,Highly Active,9
3260,70,95.5,23945,9.8,Active,Highly Active,8
3009,60,100.0,8633,7.6,Active,Active,10
1241,83,99.9,10508,6.9,Active,Highly Active,1
3540,62,96.6,1592,3.2,Active,Sedentary,5
4284,68,98.0,3286,6.3,Sedentary,Sedentary,8
4764,56,99.4,6497,4.8,Active,Low Active,10
3385,60,99.4,9715,6.4,Highly Active,Active,2
3020,88,97.8,1275,6.2,Active,Sedentary,4
1172,90,96.0,4282,5.2,Sedentary,Sedentary,6
1671,91,100.0,1243,8.3,Active,Sedentary,7
1163,91,98.6,7023,7.9,Active,Low Active,3
1464,69,100.0,10353,6.5,Sedentary,Highly Active,3
4042,84,97.8,12541,8.9,Sedentary,Highly Active,3
1496,90,98.4,9226,4.8,Sedentary,Active,10
1699,61,100.0,1213,9.0,Active,Sedentary,7
3442,77,98.5,12338,6.2,Sedentary,Highly Active,1
1702,73,95.4,2849,5.9,Sedentary,Sedentary,9
2940,46,95.1,4966,8.7,Active,Highly Active,9
3355,79,94.6,2022,6.3,Highly Active,Sedentary,9
2791,64,96.2,4519,8.1,Highly Active,Sedentary,3
1182,90,97.2,6015,4.5,Highly Active,Low Active,1
1628,63,99.8,247,6.5,Sedentary,Sedentary,8
4865,79,100.0,16381,7.2,Highly Active,Highly Active,6
3557,76,93.8,5015,8.3,Active,Low Active,10
2731,49,99.2,1492,7.6,Highly Active,Sedentary,1
1545,70,97.3,1227,6.6,Highly Active,Sedentary,3
2587,80,98.7,8120,7.2,Highly Active,Active,5
1623,90,100.0,596,5.4,Highly Active,Sedentary,7
4835,75,96.4,4056,7.4,Sedentary,Sedentary,9
1593,88,98.0,5439,7.2,Active,Low Active,2
1743,83,100.0,1858,5.3,Sedentary,Sedentary,3
4298,83,98.2,968,6.7,Highly Active,Sedentary,8
2459,60,97.0,1057,8.3,Sedentary,Sedentary,2
2948,98,98.5,1653,6.8,Highly Active,Sedentary,3
4493,86,96.6,4456,6.9,Sedentary,Sedentary,3
3601,73,99.2,999,6.3,Highly Active,Sedentary,3
3068,84,98.0,19255,6.7,Highly Active,Highly Active,4
3601,80,94.6,10455,7.7,Highly Active,Highly Active,9
3444,62,100.0,2757,7.6,Sedentary,Sedentary,6
3672,69,100.0,2092,6.4,Sedentary,Sedentary,4
1888,94,97.0,14516,4.9,Sedentary,Highly Active,5
1016,80,100.0,13900,5.2,Sedentary,Highly Active,1
4191,93,99.4,9495,4.7,Highly Active,Active,7
1392,74,99.1,676,7.4,Highly Active,Sedentary,7
1424,61,94.6,11759,7.0,Active,Highly Active,5
3176,76,97.4,5433,5.1,Sedentary,Low Active,3
4201,66,97.7,7923,6.0,Highly Active,Active,6
1571,54,100.0,1730,7.0,Sedentary,Sedentary,3
4631,87,95.4,1,6.9,Highly Active,Sedentary,2
3076,71,100.0,2841,7.2,Active,Sedentary,3
2120,75,100.0,1480,5.4,Active,Sedentary,4
4081,78,96.0,3999,6.5,Active,Sedentary,9
1241,78,95.5,667,6.4,Active,Sedentary,8
4897,104,100.0,15779,7.7,Active,Highly Active,6
3279,74,97.4,884,8.1,Active,Sedentary,3
1788,91,97.5,10112,11.0,Sedentary,Highly Active,6
4355,84,100.0,19615,8.5,Highly Active,Highly Active,5
1714,66,95.7,1123,6.7,Sedentary,Sedentary,9
1758,80,99.9,2977,6.4,Active,Sedentary,1
3849,72,95.5,9192,5.1,Highly Active,Active,5
1775,64,95.4,8773,5.1,Highly Active,Active,6
3773,67,99.8,266,6.9,Sedentary,Sedentary,4
3247,65,99.4,513,7.0,Highly Active,Sedentary,3
3992,74,93.6,895,10.5,Sedentary,Sedentary,2
1078,74,99.8,5875,5.4,Active,Low Active,9
4984,66,100.0,396,5.3,Highly Active,Sedentary,7
4003,71,98.2,6214,6.9,Active,Low Active,10
4926,46,100.0,2934,5.7,Active,Sedentary,1
1855,59,97.6,7748,7.1,Highly Active,Active,7
